conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1888728639178428870,Sun Feb 09 23:16:13 +0000 2025,142,Ketika iringan mobil presiden memberi jalan kpd ambulans itu lbh dari sekadar tindakan teknis. Itu menunjukkan bhw KEMANUSIAAN lebih penting daripada KEKUASAAN. Kita butuh lebih banyak pemimpin yg paham bahwa ADAB adalah pondasi sebuah bangsa. @prabowo @Gerindra Respek https://t.co/2Aya23oUTV,1888728639178428870,https://pbs.twimg.com/ext_tw_video_thumb/1888728508714921984/pu/img/HuB9yjw4ufzwJHc0.jpg,,in,,5,20,42,https://x.com/BebySoSweet/status/1888728639178428870,1708495620376571904,BebySoSweet
1888725472789561822,Sun Feb 09 23:03:38 +0000 2025,318,Saya hanya ingin menyampaikan bahwa; Presiden @prabowo dan Pak Hashim Djojohadikusumo ; PUNYA MODAL BESAR . . ️ #FufufafaAibNasional https://t.co/OFyw2bn3mN,1888725472789561822,,,in,Wherever you're not lookin',8,31,82,https://x.com/__AnakKolong/status/1888725472789561822,1159689173340585984,__AnakKolong
1888722977510023324,Sun Feb 09 22:53:43 +0000 2025,172,Presiden RI Prabowo Subianto mengingatkan pers bahwa ada kecenderungan orang-orang yang memiliki modal besar ingin menguasai media untuk dapat mempengaruhi masyarakat negara tertentu. &lt; #PrabowoSubianto #HariPersNasional https://t.co/ANEc2MwywE,1888722977510023324,,,in,Jakarta,14,82,46,https://x.com/kompascom/status/1888722977510023324,23343960,kompascom
1888437506821194005,Sun Feb 09 20:40:09 +0000 2025,3547,@tubbirfess Sebenarnya kalo pak Prabowo mau efisiensi pengetatan ikat pinggang justru seharusnya dimulai dari lingkaran beliau kabinet beliau. Hapus kementerian yg unfaedah hapus staffsus presiden dan Wamen yg gak guna. Perampingan kabinet dan potong tunjangan pejabat dan wakil rakyat.,1888689365817384989,,tubbirfess,in,on earth,29,51,439,https://x.com/haiderisa619/status/1888689365817384989,1816053576856403968,haiderisa619
1888601645573156993,Sun Feb 09 14:51:35 +0000 2025,465,Kalau saja presiden kita pak @prabowo yang bicara begini ane yakin seluruh rakyat Indonesia bergarak melawan Oligarki. Kang Kholiq walau hanya seorang nelayan tapi cinta tanah airnya sudah tidak di ragukan lagi. Lawan Oligarki #AdiliJokowi #AdiliJokowi https://t.co/PzyIqnGnYJ,1888601645573156993,https://pbs.twimg.com/ext_tw_video_thumb/1888601595472125952/pu/img/mkrezIqY3EskscLl.jpg,,in,,4,22,152,https://x.com/M26165Kalong/status/1888601645573156993,1699747731529728000,M26165Kalong
1888579927903289463,Sun Feb 09 13:25:17 +0000 2025,1425,Bapak Presiden @prabowo yth melihat penyimpangan yg dilakukan oleh pjbt @atr_bpn di seluruh Indonesia yg menjadi alat Oligarki mengambil tanah negara dan menggusur rakyat - sebaiknya lembaga @atr_bpn direklamasi saja.,1888579927903289463,,,in,,6,65,487,https://x.com/msaid_didu/status/1888579927903289463,1117990249806721024,msaid_didu
1888563054264385888,Sun Feb 09 12:18:14 +0000 2025,80,saya mengagumi pa Prabowo sebagai pribadi menghormatinya sebagai presiden terpilih memahami 58% suara dibelakangnya tetapi sebagai wujud kekaguman dan penghormatan mohon maklum jika saya harus mengkritik beliau sebagai pemegang amanah rakyat,1888563054264385888,,,in,,1,11,8,https://x.com/GuruGembull/status/1888563054264385888,1793690889820553217,GuruGembull
1888544461283815892,Sun Feb 09 11:04:21 +0000 2025,1132,GIBRAN NGANCAM AKAN MUNDUR DARI WAKIL PRESIDEN... GIBRAN SI FUFUFAFA NEKAT MENGANCAM PRABOWO JIKA PDIP BERGABUNG DI PEMERINTAHAN PRABOWO....‼️ #JokowiDikepung #JokowiDikepung 🆘🆗 https://t.co/E5piUj7bAC,1888544461283815892,https://pbs.twimg.com/ext_tw_video_thumb/1888544383160737792/pu/img/79S2kU6UUwedBjnb.jpg,,in,,40,390,419,https://x.com/PngAdilnR4kyt/status/1888544461283815892,1630749805734678529,PngAdilnR4kyt
1888534779546743225,Sun Feb 09 10:25:53 +0000 2025,1597,PEMERINTAHAN PRABOWO SEDANG DI KUDETA SECARA HALUS OLEH BAYANG-BAYANG JOKOWI.... PRESIDEN PRABOWO HARUS SEGERA MENCOPOT PARA MENTERI TITIPAN JOKOWI....‼️ #JokowiDikepung #JokowiDikepung 🆘🆗 https://t.co/7YTfqk91UG,1888534779546743225,https://pbs.twimg.com/ext_tw_video_thumb/1888534667307184128/pu/img/fhE_G7SvXY9zDe25.jpg,,in,,27,71,725,https://x.com/PngAdilnR4kyt/status/1888534779546743225,1630749805734678529,PngAdilnR4kyt
1888517002958123475,Sun Feb 09 09:21:23 +0000 2025,2089,Orang ini contohnya. Di tahun 2021 hingga 2022 dia masih semangat ngetwit haram hukumnya memilih penculik sebagai presiden. Di 2023 hingga 2024 memuja Prabowo harga mati. Di 2025 sok bijak. Orang-orang kayak gini tak akan bisa dirangkul.,1888518548668162438,,glrhn,in,Between those li(n)es.,18,16,237,https://x.com/glrhn/status/1888518548668162438,129059811,glrhn
1888506207809511893,Sun Feb 09 08:32:21 +0000 2025,519,. . Udah bener emang kemaren mestinya diantem tabung gas aja sama si Bapak itu .. Kemiskinan Rakyat kok bisa-bisanya dijadiin becandaan sama Pembantu @prabowo ini ??!!! Jangankan punya EMPATI .. Ngerti ADAB aja kaga paham ni Pejabat !!! Kapan Bahlil mau Anda PECAT PAK PRESIDEN https://t.co/Huk45yq2Im,1888506207809511893,https://pbs.twimg.com/ext_tw_video_thumb/1888506176108945408/pu/img/vx2tiqBlRM_MxZfR.jpg,,in,Bermuda Triangle,6,56,190,https://x.com/StefanAntonio__/status/1888506207809511893,1529491450605768704,StefanAntonio__
1888489497223966756,Sun Feb 09 07:25:57 +0000 2025,92,Setiap kali engkau ditertawakan segelintir orang minus prestasi kepercayaan kami kpdmu semakin bertambah besar Presiden @prabowo Tekadmu mengembalikan hak2 rakyat satu persatu mulai tampak Kami sadar tak ada yg turun gratis dari langit semua perlu proses perjuangan https://t.co/oRmpE6tGuk,1888489497223966756,https://pbs.twimg.com/ext_tw_video_thumb/1888489468002476032/pu/img/RMGwR3m3LNX3wN04.jpg,,in,,1,21,26,https://x.com/BANGSAygSUJUD/status/1888489497223966756,1189039138835554304,BANGSAygSUJUD
1888487244396372435,Sun Feb 09 07:17:00 +0000 2025,186,Lapor pak Presiden @prabowo Masa kayak begitu pak.. IKN dibangun megah tapi masa buat Truk Sampah saja koq rombengan gitu.,1888487244396372435,,,in,"Bima Sakti, Bumi, Indonesia",1,14,83,https://x.com/abu_waras/status/1888487244396372435,2905814730,abu_waras
1888485568021192869,Sun Feb 09 07:10:20 +0000 2025,1542,Percaya ? Sambil cium tangan Fufufafa di depan Presiden Prabowo ?,1888485568021192869,,,in,,4,73,423,https://x.com/msaid_didu/status/1888485568021192869,1117990249806721024,msaid_didu
1888476926513180833,Sun Feb 09 06:36:00 +0000 2025,1205,Saya yakin rakyat akan dukung penuh langkah2 Presiden Prabowo untuk melakukan efisiensi anggaran negara https://t.co/ZBZs8dHlCU,1888476926513180833,https://pbs.twimg.com/ext_tw_video_thumb/1888476618785472512/pu/img/i1pgPM35j0ydx2JI.jpg,,in,Indonesia,18,48,411,https://x.com/arwidodo/status/1888476926513180833,158162219,arwidodo
1888437871004332220,Sun Feb 09 04:00:48 +0000 2025,481,Yth Bapak Presiden @prabowo Mohon kasus Pagar Laut lanjut tuntas adili pelaku seadil-adilnya dan usut juga pelaku penyebab kebakaran ini Pak Presiden Jangan ada lagi yg dikambinghitamkan Rakyat sudah tidak percaya Karena selalu saja jika ada kasus hukum besar di iringi,1888437871004332220,,,in,Jakarta Capital Region,4,25,285,https://x.com/DrEvaChaniago/status/1888437871004332220,1355632532,DrEvaChaniago
1888417954049696141,Sun Feb 09 02:41:40 +0000 2025,100,1. Presiden Prabowo Subianto memimpin Sidang Perdana Dewan Pertahanan Nasional (DPN) di Istana Kepresidenan Bogor Jawa Barat (7/2). #KemensetnegRI #RilisPresiden https://t.co/TOkECfR6IY,1888417954049696141,https://pbs.twimg.com/media/GjUBjeybgAAMHDx.jpg,,in,"Jakarta Pusat, DKI Jakarta",0,27,16,https://x.com/KemensetnegRI/status/1888417954049696141,3522129133,KemensetnegRI
1888379229395706226,Sun Feb 09 00:07:47 +0000 2025,168,Momen saat saya bersama Panglima TNI Kepala Staf Angkatan dan sejumlah Menteri Kabinet Merah Putih mendampingi Presiden @prabowo dalam pengarahan kepada para Komandan Satuan (Dansat) TNI di Istana Kepresidenan Bogor Jumat (7/2). Pertahanan yang kuat adalah kunci menjaga https://t.co/IhQs4MiHPT,1888379229395706226,https://pbs.twimg.com/ext_tw_video_thumb/1888379133715218433/pu/img/6Y5qFuOJCqwQbRnI.jpg,,in,Jakarta,1,17,32,https://x.com/sjafriesjams/status/1888379229395706226,608989879,sjafriesjams
1888260489463161170,Sat Feb 08 16:15:57 +0000 2025,300,Jika Pro Rakyat dan Bukan Pro Oligarki... Presiden Indonesia @prabowo mulai disukai karena ketegasan nya yang pro Rakyat. https://t.co/zzk0BJkoDW,1888260489463161170,https://pbs.twimg.com/media/GjRy6JFagAAbOC7.jpg,,in,INDONESIA,5,26,86,https://x.com/sutanmangara/status/1888260489463161170,1227719379103571968,sutanmangara
1888251789465801084,Sat Feb 08 15:41:23 +0000 2025,1311,Tolong pak presiden kami terhormat @prabowo Tolong usut kembali PEMBANTAIAN KM 50 pak ⁉️ Siapa dalang dibalik PEMBANTAIAN 6 Syuhada laskar FPI. SEKARANG begundal begundal sudah mulai aktif . Tegakan HUKUM INDONESIA pak @prabowo Video lama mengingat kan Kembali. https://t.co/j4AEvhn1oz,1888251789465801084,https://pbs.twimg.com/ext_tw_video_thumb/1888250316212289536/pu/img/bgCOH8bJyxpM-JtC.jpg,,in,"North Pole, AK",10,36,706,https://x.com/Opposisi6890/status/1888251789465801084,1724993917672894464,Opposisi6890
1888231292745220114,Sat Feb 08 14:19:56 +0000 2025,4018,Alhamdulillah Ole Romeny sudah resmi menjadi WNI setelah pengambilan sumpah. Setelah proses pengambilan sumpah Ole juga langsung membuat KTP dan paspor Indonesia. Terima kasih untuk Bapak Presiden Prabowo Subianto Ketua DPR RI Pimpinan Komisi X DPR RI Pimpinan Komisi XIII https://t.co/F7IrKeRQvd,1888231292745220114,https://pbs.twimg.com/media/GjRYWNWaAAApnlo.jpg,,in,Indonesia,85,207,465,https://x.com/erickthohir/status/1888231292745220114,43088704,erickthohir
1888208334198575264,Sat Feb 08 12:48:42 +0000 2025,2896,Warga Rempang: Kalau ingat @jokowi sesak napas saya betul-betul saya benci! *cc Pak Presiden @prabowo Bang Dasco @bang_dasco https://t.co/H34KsdKT2w,1888208334198575264,https://pbs.twimg.com/ext_tw_video_thumb/1888208216255033344/pu/img/77gmG6tDfPC9OC7C.jpg,,in,,23,78,1334,https://x.com/Piyusaja2/status/1888208334198575264,1610273431454625792,Piyusaja2
1888194297981497440,Sat Feb 08 11:52:56 +0000 2025,94,Pemerintahan Presiden @prabowo bisa menindaklanjuti apa yg terjadi di US. Skandal2 memanfaatkan media/pers untuk kepentingan/agenda politik bakal dibongkar habis. Terbukti di AS sendiri pd 2019 digunakan mengobok2 pemerintah AS sendiri. Follow isu bersihkan yg di RI.,1888194297981497440,,,in,Indonesia,2,20,22,https://x.com/ferrykoto/status/1888194297981497440,24893875,ferrykoto
1888187411605418057,Sat Feb 08 11:25:34 +0000 2025,48,Anak buah Menkeu Sri Mulyani ternyata koruptor. Memalukan! Ayo bersih2 pak Presiden @prabowo ! Spy rakyat percaya kpd pemerintah! https://t.co/aBxnsSvkQd,1888187411605418057,https://pbs.twimg.com/media/GjQwcKqbIAAVWwX.jpg,,in,Bekasi - Indonesia,2,9,27,https://x.com/bachrum_achmadi/status/1888187411605418057,105085302,bachrum_achmadi
1888187185624662128,Sat Feb 08 11:24:40 +0000 2025,887,Saya baru sadar ternyata Presiden @prabowo luarbiasa cerdas Beliau sebenarnya tahu persis siapa yang dicacimaki rakyat dengan BAJINGAN TOLOL. Brava Presiden @prabowo Hajar terus Fufufafa sampai terguling dari kursinya seperti Sara Duterte.,1888187185624662128,,,in,,4,87,286,https://x.com/DokterTifa/status/1888187185624662128,1502822366946402304,DokterTifa
1888185231041343737,Sat Feb 08 11:16:54 +0000 2025,215,Saya bersama Panglima TNI Kepala Staf Angkatan dan sejumlah Menteri Kabinet Merah Putih mendampingi Presiden @prabowo dalam pengarahan kepada para Komandan Satuan (Dansat) TNI di Istana Kepresidenan Bogor Jumat (7/2). Presiden Prabowo menegaskan pertahanan yang kuat adalah https://t.co/CX5bec7Gto,1888185231041343737,https://pbs.twimg.com/media/GjQuda1bwAAKXQf.jpg,,in,Jakarta,4,24,37,https://x.com/sjafriesjams/status/1888185231041343737,608989879,sjafriesjams
1888151374623605097,Sat Feb 08 09:02:22 +0000 2025,139,Menghadiri Sidang Perdana Dewan Pertahanan Nasional (DPN) yang dipimpin langsung Presiden @prabowo pada Jumat siang (7/2). Sidang ini menjadi momentum bersejarah karena untuk pertama kalinya sejak 22 tahun pasca pengesahan Undang-Undang Nomor 3 Tahun 2002 tentang Pertahanan https://t.co/w3B178bSBz,1888151374623605097,https://pbs.twimg.com/media/GjQPqvWaYAAfZ68.jpg,,in,,0,15,61,https://x.com/AgusYudhoyono/status/1888151374623605097,842986784,AgusYudhoyono
1888139614579269747,Sat Feb 08 08:15:38 +0000 2025,74,Bahlil Lahadalia menegaskan rencana Presiden Prabowo memindahkan ibu kota ke IKN pada 2028 tetap berjalan meski ada kabar anggaran Kementerian PU untuk IKN diblokir oleh Menteri Keuangan Sri Mulyani. #bisnisupdate #update #bisnis #oneliner https://t.co/KiWhQOMvV2 https://t.co/nm3iuBRjfl,1888139614579269747,https://pbs.twimg.com/media/GjQE1o-WIAAM-Lp.jpg,,in,,32,116,14,https://x.com/kumparan/status/1888139614579269747,759692754985242625,kumparan
1888138397950124239,Sat Feb 08 08:10:48 +0000 2025,115,Th 2025 di bawah Presiden @prabowo bukan masanya KORUPSI tetapi masanya JUJUR JUJUR JUJUR Kepala Desa korupsi? Lakukan langkah2 hukum sesuai UU Jangan main hakim sendiri tetapi jangan pula masa bodoh MBANGUN DESO MBANGUN NEGORO 🇮🇩 https://t.co/bH2f9biGmI,1888138397950124239,https://pbs.twimg.com/ext_tw_video_thumb/1888138281860423680/pu/img/T7YFG40dzhdhoqt6.jpg,,in,,0,30,44,https://x.com/BANGSAygSUJUD/status/1888138397950124239,1189039138835554304,BANGSAygSUJUD
1888126238759547118,Sat Feb 08 07:22:29 +0000 2025,92,. . Partai @golkar_id .. Kalau milih Ketum tuh yang kayak begini .. Bukan modelan Bahlil Yang bikin Kebijakan MEMBUNUH EMAK-EMAK Pak Presiden @prabowo .. Mentri Anda satu ini Jangan sampe direshuffle ya Dia lagi FIGHT lawan OLIGARKI juga di Kisruh urusan Sertifikat Laut . .,1888126238759547118,,,in,Bermuda Triangle,2,13,27,https://x.com/StefanAntonio__/status/1888126238759547118,1529491450605768704,StefanAntonio__
1888116070764188158,Sat Feb 08 06:42:05 +0000 2025,173,Sidang Perdana Dewan Pertahanan Nasional (DPN) yang dipimpin langsung oleh Presiden @prabowo Subianto dilaksanakan di Istana Kepresidenan Bogor Jumat (7/2). Presiden menegaskan bahwa pertahanan adalah fondasi utama negara dalam menjaga kedaulatan dan keberlanjutan bangsa. Pada https://t.co/WMD0nMdj0q,1888116070764188158,https://pbs.twimg.com/media/GjPu4qpa8AA-ArX.jpg,,in,Jakarta,2,26,27,https://x.com/sjafriesjams/status/1888116070764188158,608989879,sjafriesjams
1888115591292268926,Sat Feb 08 06:40:11 +0000 2025,2195,. Kalo saja Presiden @prabowo Mau didukung Penuh oleh Rakyat utk PilPres 2029 nanti. Yg Perlu dilakukan Oleh @prabowo cukup Menjadikan Jokowi Sebagai Satu-satunya Contoh Mantan Presiden 🇮🇩 yg Berhasil di Jebloskan ke Penjara karena Pelanggaran Hukum yg sengaja dilakukannya. . https://t.co/WuUTJMRpzp,1888115591292268926,https://pbs.twimg.com/ext_tw_video_thumb/1888113306768154624/pu/img/IjIINjOPMhz8Jafn.jpg,,in,,18,94,740,https://x.com/Chynthia_K/status/1888115591292268926,1331140639,Chynthia_K
1888107728318685550,Sat Feb 08 06:08:56 +0000 2025,748,Haduh Pak Bapak Presiden @prabowo Ngga ada orang ngatain Bapak Bajingan tolol. Kita semua rakyat waras ngga pernah ngata-ngatain Bapak. Bajingan tolol itu JOKOWI! Waduh waduh salah salah Ngawur pembisik itu. Kita semua sayang dan hormat dengan Bapak dan kita semua sangat https://t.co/PqwHZ3C9WM,1888107728318685550,https://pbs.twimg.com/ext_tw_video_thumb/1888107702477529088/pu/img/smTsvB0Dr7S6OE4J.jpg,,in,,14,151,246,https://x.com/DokterTifa/status/1888107728318685550,1502822366946402304,DokterTifa
1888106665855393802,Sat Feb 08 06:04:43 +0000 2025,357,Kita lihat saja... Kalau Bahlil dipecat.. artinya @Prabowo tidak buat kebijakan soal LPG 3 kg... Sebaliknya kalau Bahlil aman berarti emang itu intruksi presiden.. Sesederhana itu pembuktiannya https://t.co/FnrMjkowb0,1888106665855393802,https://pbs.twimg.com/media/GjPnAZFaYAAifPn.jpg,,in,Sidoarjo ---- Malang Kota,6,48,121,https://x.com/FayaAtika/status/1888106665855393802,1450733210074161153,FayaAtika
1888098012263743849,Sat Feb 08 05:30:19 +0000 2025,1318,JONGOS OLIGARKI LAGI KEBINGUNGAN... RAKYAT INDONESIA SEPENUHNYA BERADA DIBELAKANG PRESIDEN PRABOWO... RAKYAT SIAGA SATU ADA UPAYA KUDETA PRESIDEN PRABOWO....‼️ #AdiliJokowiHargaMati #AdiliJokowiHargaMati 🆘🆗 https://t.co/l4T2tj7iPK,1888098012263743849,https://pbs.twimg.com/ext_tw_video_thumb/1888097646851801090/pu/img/l2iNNbnZChU3WsLK.jpg,,in,,19,98,628,https://x.com/PngAdilnR4kyt/status/1888098012263743849,1630749805734678529,PngAdilnR4kyt
1888096478868254851,Sat Feb 08 05:24:14 +0000 2025,115,Alokasi Pendidikan 2025 Presiden @prabowo bisa jadi terbesar sepanjang sejarah Ini karena tekad Sang Presiden mencetak Generasi Unggul Semoga bapak diberi kesehatan agar tahun depan alokasi pendidikan bisa lebih besar lagi Sehingga kelak Indonesia dipenuhi SDM berkelas https://t.co/lF25GTW7Tm,1888096478868254851,https://pbs.twimg.com/ext_tw_video_thumb/1888096319191048192/pu/img/LNtp3SE9TizsWCdP.jpg,,in,,0,79,29,https://x.com/BANGSAygSUJUD/status/1888096478868254851,1189039138835554304,BANGSAygSUJUD
1888093937149296835,Sat Feb 08 05:14:08 +0000 2025,956,AROMA KUDETA JOKOWI SUDAH MULAI TERCIUM OLEH PRESIDEN PRABOWO... ANASIR JAHAT TERSEBUT MEMILIKI KEKUATAN BESAR KARENA MAMPU MENGENDALIKAN APARAT KEAMANAN... RAKYAT BERDIRI DI BELAKANG PRESIDEN RABIWO....‼️ #AdiliJokowiHargaMati #AdiliJokowiHargaMati 🆘🆗 https://t.co/1slei1gJl5,1888093937149296835,https://pbs.twimg.com/ext_tw_video_thumb/1888093844593635328/pu/img/24OhwAoQfsTOFhe0.jpg,,in,,11,58,469,https://x.com/PngAdilnR4kyt/status/1888093937149296835,1630749805734678529,PngAdilnR4kyt
1888090399211929652,Sat Feb 08 05:00:04 +0000 2025,831,PRABOWO LINDUNGI RAKYATMU YANG TERTINDAS... MOMEN CARLIE CHANDRA SEMBAH SUJUD MEMOHON KEPADA PRESIDEN PRABOWO UNTUK MENGHENTIKAN SEMUA KEZALIMAN INI DAN MELINDUNGI RAKYAT BANTEN....‼️ #AdiliJokowiHargaMati #AdiliJokowiHargaMati 🆘🆗 https://t.co/bkGk7s16Am,1888090399211929652,https://pbs.twimg.com/ext_tw_video_thumb/1888090328886034434/pu/img/WnGzxjh1QMqDLjFF.jpg,,in,,17,40,414,https://x.com/ArdieSuhardi321/status/1888090399211929652,1773641343858024448,ArdieSuhardi321
1888070747169702188,Sat Feb 08 03:41:59 +0000 2025,1490,Presiden @prabowo Sekali lagi saya tanyakan Bapak tidak marah malu terhina Bapak istri anak Dicacimaki begini kejam oleh anak Beler? Bapak mau diam saja? Tidak ada tindakan apa-apa? Terus kalau Bapak diam saja dihina dicacimaki bocah sontoloyo narkoboy kami Rakyat https://t.co/429HYEVu8t,1888070747169702188,https://pbs.twimg.com/media/GjPGVsxbUAA3Ndm.jpg,,in,,16,144,621,https://x.com/DokterTifa/status/1888070747169702188,1502822366946402304,DokterTifa
1888066264792449142,Sat Feb 08 03:24:10 +0000 2025,806,. . KARMA PASTI MENEMUKAN JALANNYA ... Postingan Bullyan Jokowi ini Akan kembali padanya Kalau gitu IKN Mangkrak dong Bro ??!!! JANGGAANNN !!! IKN itu ada Perintah Undang-Undangnya .. Kalau Presiden Prabowo membuat IKN mangkrak Presiden Prabowo bisa melakuakn perbuatan https://t.co/LUIWBTlVQs,1888066264792449142,https://pbs.twimg.com/media/GjPCQAFbkAAjRIn.jpg,,in,Bermuda Triangle,16,156,163,https://x.com/StefanAntonio__/status/1888066264792449142,1529491450605768704,StefanAntonio__
1888051686872371420,Sat Feb 08 02:26:15 +0000 2025,63,Klo ada mslh Mulyono pasti ngeles cuci tangan pdhl sdh jls IKN itu proyek ambisi pribadi Mulyono yg tdk berfaedah buat rakyat. Awak sepakat anggaran IKN untuk saat ini baiknya di stop Presiden @prabowo spy lbh fokus u/ kpentingan rakyat! https://t.co/0SBaNjlN0z,1888051686872371420,https://pbs.twimg.com/media/GjO0_-YbYAAlf_j.jpg,,in,Bekasi - Indonesia,6,12,21,https://x.com/bachrum_achmadi/status/1888051686872371420,105085302,bachrum_achmadi
1888049423810527694,Sat Feb 08 02:17:15 +0000 2025,284,Terkait anggaran yg diblokir oleh Kemenkeu ini penjelasan detail istana disampaikan bang Hasan. Yth.@prabowo sepertinya menteri PU gak siap jd menteri pak ms pernyataan seorang menteri @KemenPU tdk sejalan dg presiden? jadi bagian dr kabinet jg hrs mampu jaga kondisi politik https://t.co/0lY7MCzEmn,1888049423810527694,https://pbs.twimg.com/ext_tw_video_thumb/1888049368936366080/pu/img/nmoWEGh-b-O4oQCd.jpg,,in,"Jakarta Pusat, DKI Jakarta",10,130,87,https://x.com/mas_veel/status/1888049423810527694,1709123175450288128,mas_veel
1888047677348397307,Sat Feb 08 02:10:19 +0000 2025,2598,Seorang warga bernama Charlie Chandra meminta pertolongan kepada Presiden Prabowo Subianto . Ia bersujud dalam konferensi pers di Auditorium KH Ahmad Dahlan Gedung Dakwah Muhammadiyah Menteng Jakarta Pusat Jumat (7/2/2025) karena kasus yang menjeratnya dilanjutkan. Charlie https://t.co/a7vUpdt0zs,1888047677348397307,https://pbs.twimg.com/media/GjOxI0daUAArJre.jpg,,in,"Jakarta Selatan, DKI Jakarta",35,159,959,https://x.com/ismailfahmi/status/1888047677348397307,34075325,ismailfahmi
1888045320740946114,Sat Feb 08 02:00:57 +0000 2025,515,Presiden @prabowo seperti orang yang sedang memanggul sampah di punggungnya. . . Maka bisa dipahami selain di Jogja Solo Jakarta Surabaya Medan grafiti untuk mengadili sosok ini marak di berbagai kota lainnya namun itu baru sebagai kata pengantar . Bisa lebih dari https://t.co/mwWOKJkSgg,1888045320740946114,https://pbs.twimg.com/ext_tw_video_thumb/1888045182735851520/pu/img/5N633ECeBDISwktQ.jpg,,in,Wherever you're not lookin',7,50,182,https://x.com/__AnakKolong/status/1888045320740946114,1159689173340585984,__AnakKolong
1888032411763794365,Sat Feb 08 01:09:39 +0000 2025,38260,sudah 111 hari semenjak prabowo jadi presiden tapi belum ada 1 joget pun yang dilakukan. Sedih banget ga dikit loh yang milih dia karna fun/jogetnya ,1888032411763794365,,,in,,460,273,6754,https://x.com/raffimulyaa/status/1888032411763794365,4748253918,raffimulyaa
1888020594681356719,Sat Feb 08 00:22:42 +0000 2025,633,Saatnya Presiden Prabowo Sikat Menteri-menteri Keblinger https://t.co/DFp7CXDrKP,1888020594681356719,,,in,Indonesia,9,52,167,https://x.com/geloraco/status/1888020594681356719,3319260420,geloraco
1888002029358071906,Fri Feb 07 23:08:55 +0000 2025,6986,Yth Presiden @prabowo Bapak itu dipermalukan dan direndahkan setiap hari oleh Makhluk tidak tahu diri namanya JOKOWI Mulai dari bawahan Bapak yang jelas-jelas lebih loyal ke makhluk ini daripada ke Bapak sendiri Anaknya yang mencacimaki Bapak biji satu jendral pecatan anak https://t.co/naK2A2Ivex,1888002029358071906,https://pbs.twimg.com/media/GjOH1f5bcAAV5iO.jpg,,in,,60,622,2037,https://x.com/DokterTifa/status/1888002029358071906,1502822366946402304,DokterTifa
1887914616044536027,Fri Feb 07 17:21:34 +0000 2025,432,. . NAH LOH !!! Muncul lagi masalah baru di Proyek KEK hasil Penetapan dari Jokowi Proyek KEK Lido DISEGEL oleh Kementrian Lingkungan Hidupnya Presiden @prabowo Sama sperti PSN .. KEK juga yang MENETAPKAN itu PRESIDEN melalui PP .. Dalam hal ini Jokowi yang menerbitkan PP nya https://t.co/XxW9B9gSAk,1887914616044536027,https://pbs.twimg.com/media/GjM4Uc1aQAImKsH.jpg,,in,Bermuda Triangle,3,48,135,https://x.com/StefanAntonio__/status/1887914616044536027,1529491450605768704,StefanAntonio__
1887903024645087616,Fri Feb 07 16:35:31 +0000 2025,818,. . Ga kebayang pusingnya Presiden @prabowo Diwarisi Masalah dari Pemerintahan Jokowi Utang 1.350 T itu bukan Angka sedikit Apalagi Prabowo juga baru kali ini jadi Presiden Trus .. ketika Presiden lagi pusing putar otak buat menambal defisit Anggaran 2025 Pendukung Jokowi https://t.co/4DNwZkBZaK,1887903024645087616,https://pbs.twimg.com/media/GjMtyy7bEAAaItz.jpg,,in,Bermuda Triangle,17,127,246,https://x.com/StefanAntonio__/status/1887903024645087616,1529491450605768704,StefanAntonio__
1887894477786021941,Fri Feb 07 16:15:25 +0000 2025,209,@prabowo Ayo pak @prabowo @Gerindra @KPK_RI terima tantangan dari anaknya Mulyono !! Kaesang seperti nya ingin mengatakan kpd bpk semua bahwa jokowi masih Presiden... prabowo masih di bawah kendali bapak sy ..prabowo sedikitpun tdk akan berani mengusik bapak sy https://t.co/iAd2Sm5D9h,1887897967857721427,https://pbs.twimg.com/media/GjMpMjeXwAAeYzP.jpg,prabowo,in,"Bandung, Jawa Barat",6,27,60,https://x.com/Ga89684Galeh/status/1887897967857721427,1831587503700152320,Ga89684Galeh
1887877713517748377,Fri Feb 07 14:54:56 +0000 2025,4585,kita pun bisa Pak Presiden @prabowo ,1887877713517748377,,,in,Indonesia,23,416,1165,https://x.com/susipudjiastuti/status/1887877713517748377,2606229566,susipudjiastuti
1887865388417048585,Fri Feb 07 14:05:58 +0000 2025,436,Presiden Prabowo Subianto Beri Subsidi Pupuk Organik Wujud Dukung Keberlanjutan Pertanian https://t.co/nMZqAUT6Sl,1887865388417048585,,,in,Indonesia Raya ,12,125,71,https://x.com/Gerindra/status/1887865388417048585,397673651,Gerindra
1887856561281745398,Fri Feb 07 13:30:53 +0000 2025,171,Presiden ke-7 RI Jokowi menanggapi kabar pemblokiran anggaran IKN oleh pemerintahan Presiden Prabowo. Ia meminta awak media bertanya langsung kepada Kepala Otorita IKN. #newsupdate #update #news #quote https://t.co/3Q3EODoMRh https://t.co/SmNAhoMHMf,1887856561281745398,https://pbs.twimg.com/media/GjMDXdIWIAAyD-m.jpg,,in,,42,191,46,https://x.com/kumparan/status/1887856561281745398,759692754985242625,kumparan
